unique_carrier,origin,destination,is_delayed,departure_time,month,day_of_month,day_of_week,distance
LU,CNY,ULX,N,712,M-9,D-20,W-2,1999
RQ,TVQ,PDW,N,1038,M-11,D-30,W-3,1547
TP,PJT,RMT,N,1314,M-12,D-16,W-5,2329
TT,RIN,CHP,Y,1705,M-9,D-16,W-5,1562
XJ,DTB,YTL,N,1525,M-1,D-19,W-4,351
LT,HFF,LBQ,N,1856,M-7,D-14,W-5,100
JG,MLH,MGF,N,540,M-1,D-27,W-4,342
TP,PJT,TBM,N,1852,M-7,D-12,W-2,1449
IQ,ORN,OMH,N,1728,M-10,D-21,W-6,989
HH,RJB,VAP,N,1915,M-2,D-11,W-6,1162
TT,RIN,MOL,N,1934,M-9,D-11,W-7,927
OZ,RIN,FPU,Y,1321,M-7,D-11,W-2,862
RQ,PQM,TVQ,N,2345,M-1,D-29,W-7,1589
TT,TVQ,RIN,N,857,M-12,D-3,W-7,732
NB,LSQ,LHW,N,1039,M-10,D-9,W-1,276
NB,SBH,PJT,N,1940,M-11,D-4,W-5,564
WP,UYV,ULQ,N,555,M-6,D-21,W-3,267
HH,PQM,ULX,N,1313,M-8,D-18,W-4,507
RL,UYV,YTR,N,633,M-6,D-13,W-1,183
TT,QFT,HSR,N,1201,M-7,D-8,W-5,733
WT,PIH,ULQ,N,1302,M-12,D-6,W-3,2521
WP,ULX,PQM,N,1018,M-8,D-27,W-7,507
NB,HBV,POI,N,1541,M-9,D-19,W-2,389
C6,MOL,DIE,N,637,M-12,D-2,W-6,483
OZ,MYR,RIN,Y,1331,M-12,D-2,W-5,685
NB,ULX,HEM,Y,1511,M-12,D-22,W-5,833
AG,YTR,OMY,N,842,M-5,D-10,W-3,926
BN,RVN,CRQ,N,1032,M-5,D-5,W-4,548
WP,RMT,UYV,N,654,M-9,D-14,W-3,205
LU,PDM,QTP,N,938,M-4,D-11,W-1,386
TT,RIN,OYT,N,1035,M-12,D-3,W-7,1121
TT,HTE,RIN,N,1455,M-1,D-19,W-4,1456
WP,IQQ,QFT,N,1718,M-5,D-11,W-3,1076
C6,CWI,DIE,N,557,M-7,D-5,W-3,301
NB,ORN,OMY,Y,1345,M-9,D-9,W-5,405
HL,YTL,MGF,N,1120,M-7,D-27,W-3,871
NB,VUT,SRW,N,940,M-6,D-18,W-7,587
TP,PDM,PJT,N,652,M-7,D-15,W-6,697
AG,TVQ,YTR,N,823,M-12,D-16,W-6,533
WT,URX,QTX,N,1513,M-9,D-5,W-1,834
TT,HSR,LUB,Y,1350,M-1,D-27,W-4,738
NB,IQQ,DTX,N,1220,M-9,D-4,W-7,318
RQ,TVQ,RVN,N,1401,M-10,D-30,W-1,594
HH,HSR,CLO,N,900,M-5,D-11,W-3,584
TT,PDW,ULQ,N,1828,M-1,D-11,W-2,1576
NB,QTP,TCZ,N,1412,M-7,D-16,W-6,487
NB,QTP,RJB,N,1535,M-1,D-16,W-1,629
TP,QTX,PJT,N,606,M-7,D-17,W-1,954
NB,YPU,CNY,N,1317,M-7,D-11,W-2,220
TT,RIN,HSR,N,855,M-7,D-22,W-5,802
BN,OJO,DTB,N,959,M-1,D-2,W-7,189
JG,MTJ,TVQ,Y,1958,M-5,D-10,W-3,191
HL,MGF,UYV,N,1927,M-3,D-4,W-5,256
HH,RJB,JQU,N,2014,M-12,D-3,W-6,563
RL,YTR,RVN,N,1505,M-4,D-1,W-5,383
XJ,MOL,JNS,N,657,M-1,D-12,W-3,462
NB,QTP,CWS,Y,1702,M-7,D-13,W-3,223
I9,OEJ,RJB,N,1850,M-1,D-21,W-6,895
TT,HSR,TVQ,Y,2334,M-2,D-16,W-4,606
HL,CNY,MGF,N,1940,M-7,D-15,W-5,430
TT,HSR,UGR,N,1952,M-4,D-14,W-4,849
MH,JNS,TWP,N,850,M-6,D-1,W-4,1504
NB,QTX,ULX,Y,1630,M-1,D-29,W-7,370
RQ,CHP,TVQ,N,1911,M-9,D-30,W-5,946
TT,OMH,HSR,Y,1600,M-12,D-16,W-6,1005
MH,JNS,UCY,N,720,M-10,D-11,W-2,1024
TT,QTP,RIN,Y,1726,M-6,D-14,W-2,1055
LU,QTP,CHP,N,1553,M-5,D-18,W-3,2381
WT,YTR,QTX,N,1928,M-7,D-31,W-1,2288
XJ,YTL,RPO,Y,1950,M-4,D-9,W-7,802
WP,IQQ,ULQ,N,926,M-5,D-20,W-5,992
HH,PBT,PIH,N,1252,M-5,D-4,W-4,372
BN,OJO,QTX,N,1421,M-3,D-19,W-7,1619
HH,HTE,QTX,N,1251,M-1,D-29,W-6,337
JG,MTJ,MGF,N,1826,M-6,D-30,W-4,404
NB,PTB,ULX,N,1652,M-10,D-13,W-5,304
NB,QCC,RTQ,N,1450,M-11,D-21,W-1,293
MH,YTL,JNS,N,1054,M-8,D-7,W-7,1400
HL,VAP,MGF,N,800,M-6,D-3,W-5,226
OZ,UBP,RIN,N,1511,M-12,D-22,W-4,604
IQ,PSZ,ORN,Y,1145,M-12,D-5,W-1,1035
NB,PJT,PQM,N,720,M-2,D-8,W-3,689
TT,RIN,OIJ,N,1344,M-4,D-27,W-3,468
OZ,PRI,OYT,N,1419,M-9,D-7,W-3,911
HL,MOY,MGF,N,1455,M-1,D-19,W-3,205
WP,RMT,QFT,N,1658,M-1,D-25,W-2,214
WT,HSR,ULX,Y,1720,M-6,D-10,W-5,1440
AG,MQV,MTJ,N,1945,M-1,D-30,W-1,88
NB,CNY,CBT,N,1706,M-10,D-1,W-7,588
MH,YTL,QTX,N,1750,M-3,D-31,W-4,1379
XJ,PAS,MQJ,Y,1527,M-2,D-28,W-1,317
XJ,JNS,CBT,N,1654,M-12,D-24,W-7,748
BN,OPU,CBT,N,1511,M-10,D-24,W-1,695
RQ,TVQ,JNS,N,657,M-10,D-11,W-2,745
RQ,TVQ,OEJ,Y,1459,M-12,D-31,W-7,669
NB,ORN,DTB,N,920,M-1,D-28,W-5,666
TT,XBT,RIN,N,855,M-7,D-6,W-3,281
TT,DIE,PIH,N,1126,M-4,D-21,W-5,2586
RQ,TVQ,URX,N,1525,M-9,D-24,W-7,2172
WT,PIH,HSR,N,727,M-9,D-28,W-4,1846
RQ,TVQ,PTG,Y,2036,M-1,D-12,W-3,215
NB,IQQ,CNY,N,1113,M-10,D-9,W-1,925
TT,MHP,RIN,N,1110,M-1,D-21,W-6,592
WP,CBT,MQV,N,800,M-2,D-4,W-6,329
WT,HSR,RTA,Y,2041,M-12,D-31,W-7,240
WT,HSR,OYT,Y,2120,M-9,D-19,W-2,1197
NB,QTP,PTB,Y,2205,M-6,D-5,W-7,258
WP,QTP,ULX,N,1300,M-9,D-10,W-7,256
BN,CBT,RVN,N,1538,M-1,D-15,W-6,457
NB,QTP,PRI,Y,1847,M-3,D-15,W-3,1624
HH,HEM,RJB,Y,1932,M-8,D-4,W-5,495
XJ,YTL,CVS,N,1735,M-5,D-26,W-5,253
WP,POI,QTP,N,930,M-8,D-29,W-2,397
WT,RJB,URX,N,1504,M-10,D-21,W-6,992
BN,OPU,FSS,N,1846,M-2,D-8,W-2,408
RQ,TVQ,VUT,N,830,M-11,D-24,W-4,406
VK,QTP,YBR,N,914,M-8,D-18,W-4,1591
WT,HTE,YTR,N,726,M-8,D-18,W-5,2408
XJ,MQJ,SRW,N,1116,M-10,D-19,W-4,416
HL,CBT,MGF,N,600,M-5,D-9,W-1,230
HH,PQM,MHR,N,1107,M-12,D-10,W-7,298
HH,UPU,RJB,N,615,M-3,D-2,W-3,776
NB,RTQ,TOT,N,743,M-8,D-17,W-4,324
TT,CRQ,HSR,N,954,M-3,D-22,W-3,783
MH,YTL,RIN,Y,1615,M-6,D-7,W-3,224
AG,ULX,VWP,N,2100,M-9,D-17,W-7,110
BN,RVN,URX,N,918,M-9,D-25,W-1,1953
JG,MSN,TVQ,N,600,M-10,D-11,W-2,363
WP,MQV,PSZ,N,1348,M-4,D-17,W-7,547
NB,RTQ,PVQ,N,849,M-9,D-11,W-1,546
RQ,PRI,TVQ,N,605,M-4,D-18,W-1,321
NB,PDM,HBV,N,1347,M-11,D-13,W-1,333
HH,HSR,INT,Y,1830,M-4,D-4,W-1,157
RQ,RMT,MGF,N,1337,M-6,D-1,W-3,411
HH,RJB,MHP,N,1006,M-3,D-15,W-3,72
WT,PIH,SBH,N,2245,M-3,D-27,W-7,192
OZ,RIN,SHM,N,1730,M-8,D-13,W-6,1266
WT,OPU,RJB,N,1819,M-8,D-5,W-5,680
HL,MGF,QJX,N,2312,M-3,D-14,W-1,70
BN,OPB,OPU,N,855,M-5,D-22,W-7,228
RQ,DIE,PDW,N,1636,M-9,D-8,W-4,1597
TP,PJT,FJF,Y,2207,M-4,D-1,W-5,224
HH,PQM,TCZ,N,1658,M-10,D-27,W-5,493
NB,ULQ,ULX,N,907,M-4,D-13,W-3,2075
BN,OEJ,OJO,N,1059,M-4,D-26,W-2,556
TT,PVV,PDW,N,1545,M-12,D-30,W-5,68
OZ,HSR,FSS,Y,1235,M-3,D-3,W-4,137
OZ,SRW,CHP,Y,927,M-7,D-16,W-6,612
HH,UYL,PQM,N,1755,M-6,D-5,W-7,150
HH,OMY,HSR,Y,1822,M-7,D-29,W-5,403
TP,EVB,PJT,N,1152,M-8,D-23,W-3,680
MH,YTL,PBT,Y,2122,M-1,D-31,W-1,1347
WT,DIE,PIH,N,1800,M-10,D-18,W-3,2586
WT,PTB,PIH,N,1658,M-4,D-23,W-6,447
HH,PQM,FDV,N,2229,M-5,D-19,W-4,217
HL,QFT,SYM,N,1918,M-9,D-19,W-2,292
WT,QTX,HSR,N,1344,M-8,D-10,W-3,1745
WT,HSR,PIH,N,1652,M-11,D-22,W-3,1846
WP,QTP,QTX,N,802,M-8,D-8,W-2,236
WT,JNS,RJB,N,1801,M-6,D-29,W-4,1605
RQ,IQQ,QTP,N,1944,M-9,D-16,W-6,2174
NB,SRW,CNY,N,1149,M-11,D-4,W-6,255
OZ,HSR,CWI,N,1303,M-2,D-16,W-3,473
IQ,RTA,CNY,N,1245,M-7,D-2,W-7,406
NB,QTP,TOT,N,1255,M-11,D-21,W-2,758
HH,PTB,QTX,Y,1215,M-10,D-6,W-4,109
TT,JQU,RIN,N,1602,M-8,D-10,W-4,551
HL,MGF,TGQ,N,840,M-12,D-12,W-1,275
NB,PDM,URX,N,1555,M-6,D-4,W-7,569
HH,JQU,RJB,N,554,M-3,D-14,W-1,563
JG,TVQ,PLG,N,2209,M-5,D-28,W-6,552
OZ,YBR,OYT,N,1423,M-8,D-6,W-7,1021
C6,PQM,QFC,N,1532,M-9,D-25,W-1,589
OZ,FSE,RIN,N,814,M-2,D-3,W-4,134
MH,TVQ,YTL,Y,952,M-5,D-11,W-4,689
HL,PRI,MGF,N,1612,M-9,D-8,W-4,83
OZ,RIN,OEJ,N,1848,M-3,D-28,W-2,853
I9,POI,RJB,N,1026,M-11,D-11,W-5,910
AG,MHP,ULX,N,1200,M-9,D-5,W-2,551
NB,CBT,QTX,N,1850,M-1,D-28,W-6,1797
XJ,OEJ,YTL,N,1055,M-8,D-2,W-2,984
JG,TVQ,OMY,N,1205,M-6,D-8,W-4,692
WP,MOL,ULQ,Y,1320,M-6,D-10,W-5,405
LT,LBQ,QYL,Y,1927,M-9,D-19,W-1,102
OZ,QFT,MOL,N,945,M-10,D-7,W-6,478
BN,OEJ,OJO,N,621,M-6,D-21,W-2,556
OZ,MQV,QFT,N,930,M-7,D-21,W-5,544
TT,RIN,HSR,Y,1835,M-5,D-2,W-2,802
TT,CRQ,PDW,N,651,M-12,D-3,W-6,1666
NB,FJF,HTE,Y,728,M-6,D-17,W-5,723
RQ,TVQ,CWI,N,2212,M-7,D-21,W-5,712
HH,VNI,PQM,N,2053,M-8,D-11,W-4,175
HH,PQM,CYQ,N,1924,M-8,D-12,W-6,387
RQ,MGF,UCY,N,909,M-11,D-5,W-6,892
IQ,TVQ,UYV,Y,2310,M-6,D-24,W-5,526
IQ,CNY,CHP,N,1220,M-4,D-18,W-1,370
NB,ULX,HBV,N,1605,M-3,D-29,W-3,325
NB,PDM,QTX,N,2057,M-12,D-30,W-6,308
NB,MOL,ORN,N,800,M-3,D-31,W-5,284
OZ,QFT,CHP,N,634,M-5,D-29,W-1,185
XJ,MGF,YTL,N,900,M-12,D-4,W-1,871
OZ,RIN,VWQ,Y,1742,M-8,D-10,W-4,237
JG,UYT,TVQ,N,600,M-3,D-20,W-7,564
LU,ULX,RJB,N,2142,M-3,D-16,W-3,602
NB,PVQ,HEM,N,1145,M-3,D-6,W-1,462
TP,RJB,TBM,Y,2211,M-6,D-19,W-7,2406
MH,JNS,YTL,N,803,M-1,D-3,W-2,1400
RQ,QTX,PQM,N,1501,M-2,D-9,W-3,590
JG,ORN,TVQ,Y,2045,M-12,D-5,W-1,590
OZ,HSR,RPO,N,1700,M-11,D-1,W-2,299
TT,LBQ,QTX,N,1231,M-10,D-26,W-4,2556
TT,TWP,RIN,N,1733,M-1,D-20,W-4,190
XJ,YTL,SPN,N,908,M-11,D-16,W-3,861
HH,HOT,HSR,N,1903,M-10,D-16,W-7,416
HH,VWQ,PQM,N,559,M-8,D-17,W-3,926
TT,RIN,JNS,Y,1749,M-4,D-26,W-3,1372
HH,PQM,CHY,N,803,M-5,D-25,W-4,291
WP,UYV,MQV,N,1126,M-10,D-28,W-5,366
LU,ULX,HBV,Y,1932,M-6,D-6,W-1,325
WP,RMT,IQQ,N,1923,M-11,D-13,W-7,899
JG,VAP,TVQ,Y,1058,M-9,D-22,W-4,152
HL,MGF,DTX,N,1457,M-8,D-29,W-2,614
NB,POI,HBV,N,606,M-7,D-31,W-1,389
XJ,YTL,CVS,N,1318,M-6,D-6,W-2,253
TT,PIH,RIN,N,617,M-1,D-28,W-5,1464
AG,MTJ,YTR,N,1638,M-11,D-17,W-5,401
TT,HSI,RIN,Y,1229,M-5,D-8,W-1,1213
NB,HTE,QTX,N,1100,M-9,D-20,W-2,337
WP,MQV,VUT,N,1121,M-3,D-24,W-5,508
XJ,SHM,JNS,N,815,M-10,D-20,W-5,246
NB,HTE,ULQ,N,720,M-5,D-5,W-5,2510
NB,PVQ,LHW,N,1030,M-1,D-26,W-4,687
RQ,OYT,TVQ,Y,2009,M-7,D-4,W-1,595
HH,QTX,UPU,N,913,M-3,D-22,W-2,110
I9,CBT,RJB,Y,1447,M-7,D-10,W-7,1013
WP,RMT,CRQ,N,2107,M-12,D-3,W-7,313
XJ,YTL,TJX,N,939,M-2,D-16,W-3,190
OZ,CHP,MOL,N,1624,M-11,D-18,W-5,640
NB,OMH,YPU,N,1920,M-8,D-11,W-5,972
MH,HSR,JNS,N,1244,M-5,D-30,W-2,719
WP,RMT,CHP,N,641,M-10,D-25,W-3,399
TZ,LBQ,HFF,N,1554,M-8,D-28,W-1,100
BN,OPU,PDM,N,904,M-3,D-25,W-6,1576
AG,LBQ,EHT,N,1322,M-10,D-5,W-4,163
XJ,MQJ,OMY,N,1657,M-2,D-21,W-1,694
HL,RMT,LPG,N,700,M-1,D-20,W-4,613
HL,TVQ,ULQ,N,1637,M-5,D-9,W-2,665
OZ,HSR,LUB,Y,2044,M-9,D-24,W-7,738
NB,QTX,VWP,N,2033,M-10,D-20,W-5,451
AG,TVQ,YTR,N,559,M-4,D-2,W-7,533
XJ,JNS,CWI,Y,1823,M-2,D-24,W-5,282
BN,OPU,ULX,Y,2202,M-3,D-14,W-1,1276
NB,OPA,QTX,Y,1320,M-1,D-5,W-3,1671
BN,OPU,OEJ,N,1531,M-12,D-5,W-1,297
LU,ULX,RIN,N,2045,M-4,D-7,W-4,868
WP,MQV,ULQ,N,1723,M-9,D-22,W-5,448
WT,OPU,RJB,N,636,M-2,D-19,W-7,680
RQ,OMH,TVQ,N,1054,M-2,D-11,W-5,403
XJ,VUT,MQJ,N,749,M-2,D-4,W-5,927
HH,PIH,PCT,N,1720,M-10,D-28,W-5,262
JG,MGF,MTJ,N,2247,M-5,D-17,W-2,404
HH,PQM,LQB,N,1839,M-8,D-3,W-3,402
HH,HSR,VAP,Y,1913,M-10,D-22,W-7,475
IQ,RTA,OMH,Y,924,M-1,D-31,W-1,808
NB,VUT,UGR,N,1813,M-8,D-22,W-2,1137
HL,DTX,MGF,Y,1612,M-3,D-1,W-2,614
OZ,RIN,MQJ,N,1247,M-1,D-9,W-7,1021
JG,UIB,TVQ,N,942,M-10,D-22,W-6,247
NB,TWP,CNY,Y,1540,M-5,D-6,W-6,1342
HH,QTX,HBV,N,1051,M-5,D-28,W-6,47
RQ,RMT,TVQ,Y,2121,M-1,D-6,W-4,547
HH,HSR,FSC,N,956,M-10,D-4,W-3,174
LT,ULX,LBQ,Y,1132,M-6,D-3,W-5,2917
OZ,RIN,QJX,N,1640,M-5,D-12,W-5,785
BN,HSR,OPU,N,901,M-9,D-23,W-6,334
WT,DIE,QTX,N,700,M-3,D-3,W-5,2475
WT,HSR,CHP,N,557,M-12,D-13,W-3,867
WP,UYV,VUT,N,727,M-12,D-12,W-1,873
TT,RIN,QFT,N,1135,M-5,D-18,W-4,1389
XJ,YTL,MOL,N,736,M-6,D-16,W-4,986
TP,PJT,PIH,Y,1551,M-12,D-21,W-3,679
NB,ULX,PVQ,N,1510,M-12,D-17,W-6,1262
WP,ULQ,IQQ,Y,1315,M-3,D-9,W-3,992
RQ,PBT,PQM,N,936,M-8,D-25,W-5,588
C6,DIE,CWS,N,651,M-9,D-6,W-3,2465
WP,UYV,RJB,N,833,M-2,D-1,W-3,1290
NB,YPU,CNY,N,1525,M-9,D-29,W-4,220
RL,FPH,YTR,N,1440,M-7,D-20,W-3,239
C6,PTB,YTR,N,630,M-7,D-11,W-1,2253
RQ,TVQ,GUP,N,1008,M-11,D-14,W-2,264
RQ,TVQ,ULQ,N,2244,M-10,D-2,W-1,665
NB,OMH,YBR,N,1400,M-7,D-19,W-2,828
TT,OJO,RIN,N,651,M-3,D-23,W-3,432
HH,UPU,QTP,N,930,M-5,D-26,W-4,173
TT,SRW,RIN,N,1701,M-4,D-10,W-7,1062
OZ,PDV,RIN,N,649,M-4,D-28,W-4,228
MH,JNS,PDW,N,2206,M-8,D-11,W-5,1608
IQ,CHP,CNY,N,1705,M-1,D-9,W-7,370
LT,LBQ,EHT,N,1333,M-3,D-28,W-1,163
NB,QTP,OMY,N,1042,M-7,D-20,W-4,1140
WT,RJB,ULX,N,1705,M-7,D-11,W-2,602
NB,MQJ,ORN,N,845,M-5,D-27,W-5,307
JG,TVQ,MSU,Y,1111,M-7,D-16,W-7,876
WT,HSR,RJB,Y,2243,M-2,D-5,W-7,888
TT,QFT,IQQ,N,952,M-9,D-11,W-7,1076
XJ,CIQ,YTL,N,639,M-1,D-20,W-4,1428
TT,UCY,CHP,N,1157,M-2,D-16,W-4,1197
WP,UGR,ULQ,N,1804,M-9,D-6,W-2,238
WP,TQC,RMT,N,613,M-12,D-13,W-2,318
HL,MGF,PFI,N,2143,M-11,D-3,W-4,491
BN,ULQ,OPU,N,1124,M-1,D-20,W-4,980
HL,MGF,HSI,N,743,M-4,D-21,W-4,485
RQ,TVQ,PJT,N,827,M-2,D-1,W-2,2182
BN,RVN,OPB,N,857,M-1,D-30,W-7,312
AG,LBQ,YVH,N,1826,M-10,D-26,W-4,216
OZ,UYV,RIN,N,1215,M-5,D-25,W-4,1068
WP,CHP,MQV,N,1238,M-12,D-21,W-4,728
HL,PRI,MGF,N,1439,M-1,D-15,W-6,83
XJ,FPU,MQJ,N,1658,M-5,D-30,W-1,450
AG,FPU,YTR,N,1400,M-10,D-31,W-2,383
IQ,TVQ,YTR,N,1242,M-9,D-24,W-6,533
XJ,JNS,PVQ,Y,1601,M-9,D-9,W-5,872
HH,TWP,HSR,N,1340,M-10,D-16,W-1,978
NB,HEM,OMY,N,635,M-4,D-4,W-1,313
TZ,LBQ,HFF,N,853,M-4,D-24,W-1,100
OZ,RIN,PUP,N,1538,M-8,D-12,W-5,113
TP,PJT,QFC,N,1857,M-2,D-28,W-1,965
RQ,TVQ,TWP,N,1102,M-6,D-18,W-6,813
HH,RJB,PQM,N,1453,M-8,D-15,W-2,391
JG,TKH,TVQ,N,645,M-3,D-2,W-4,596
TT,TCZ,RIN,N,1315,M-6,D-5,W-1,569
NB,VUT,UCY,N,2139,M-10,D-6,W-5,174
RQ,QFT,TVQ,N,700,M-3,D-2,W-4,761
LU,URX,QTP,N,1320,M-11,D-19,W-6,762
NB,CNY,SPN,N,826,M-10,D-18,W-3,919
RQ,MGF,RJB,N,858,M-9,D-23,W-5,1069
BN,OPB,RVN,N,1019,M-6,D-14,W-3,312
MH,OMH,YTL,N,1510,M-7,D-30,W-7,853
TP,PBT,HTE,Y,1424,M-12,D-19,W-1,371
NB,TWP,LHW,N,850,M-9,D-27,W-2,148
JG,PRI,TVQ,N,1255,M-5,D-24,W-2,321
HH,MLP,HSR,Y,1307,M-12,D-7,W-3,760
NB,VUT,OPA,N,1453,M-12,D-11,W-1,487
RL,HSR,YTR,N,2011,M-4,D-8,W-5,589
JG,ORN,TVQ,Y,601,M-1,D-2,W-1,590
TT,RJB,RIN,N,1023,M-9,D-30,W-5,641
NB,RTQ,TCZ,Y,1747,M-10,D-10,W-2,580
BN,RVN,MOL,Y,2338,M-10,D-4,W-3,155
HH,VGM,HSR,Y,1345,M-8,D-29,W-2,224
XJ,YTL,QIV,N,754,M-4,D-5,W-3,201
BN,OPU,MHP,Y,1207,M-11,D-25,W-6,725
RQ,OPA,TVQ,N,641,M-5,D-4,W-3,425
TP,ATE,MRG,N,1147,M-5,D-14,W-7,213
NB,LHW,RTQ,N,900,M-3,D-15,W-3,239
WP,HSI,MQV,N,704,M-3,D-16,W-3,290
RQ,QFT,OYT,N,728,M-6,D-4,W-7,1097
RQ,TVQ,FUV,N,1330,M-5,D-7,W-7,352
C6,UCY,CHP,N,1310,M-10,D-18,W-3,1197
RQ,ULX,TVQ,N,1656,M-3,D-30,W-3,1587
MH,RMT,YTL,N,1748,M-12,D-26,W-1,1208
XJ,ORN,MQJ,N,1600,M-11,D-21,W-1,307
AG,EHT,LBQ,N,620,M-10,D-30,W-1,163
TP,HTE,URX,N,1232,M-6,D-28,W-2,543
TT,PVQ,OMH,N,1434,M-4,D-15,W-6,880
NB,LHW,RTQ,N,1100,M-1,D-15,W-6,239
WT,QTX,OMH,N,836,M-4,D-19,W-2,2217
XJ,MQJ,PRI,N,1647,M-9,D-5,W-2,304
TT,OYT,OMH,N,1427,M-1,D-24,W-1,193
WP,YBR,ULQ,N,1239,M-1,D-15,W-6,587
NB,CWS,HTE,N,2100,M-3,D-27,W-1,325
TT,RIN,PTV,N,932,M-5,D-30,W-2,247
WP,DTX,ULQ,N,1822,M-11,D-4,W-5,742
MH,CHP,JNS,N,726,M-10,D-18,W-3,200
NB,VWP,QTX,N,2112,M-11,D-20,W-1,451
RQ,TVQ,FPU,N,2300,M-12,D-22,W-4,153
MH,JNS,RJB,Y,955,M-7,D-4,W-2,1605
NB,POI,URX,Y,1910,M-9,D-23,W-5,479
RQ,TVQ,HTE,N,1828,M-10,D-4,W-2,2130
RQ,TVQ,PTB,Y,1802,M-10,D-25,W-2,1891
TT,PDM,TWP,N,851,M-8,D-27,W-7,1476
XJ,DTX,YTL,N,622,M-3,D-12,W-7,817
RL,FPU,VUT,Y,1921,M-1,D-13,W-4,478
NB,LHW,RTQ,Y,1218,M-7,D-24,W-1,239
TP,PJT,PBT,N,946,M-3,D-21,W-2,978
HL,OMH,MTJ,N,735,M-10,D-9,W-7,380
MH,OYT,JNS,Y,1401,M-11,D-11,W-5,1086
NB,RVN,ULX,N,1310,M-4,D-17,W-7,1671
NB,QTP,PDM,N,645,M-1,D-13,W-5,386
OZ,QYV,HSR,Y,1338,M-3,D-27,W-7,552
NB,LHW,PVQ,Y,1708,M-7,D-2,W-7,687
NB,ULQ,DTX,N,1017,M-7,D-15,W-6,742
RQ,JNS,TVQ,N,1829,M-1,D-2,W-7,745
WP,MQV,DTX,N,1712,M-10,D-27,W-4,329
JG,TVQ,UIB,Y,1805,M-10,D-13,W-4,247
BN,RVN,QFT,N,855,M-10,D-8,W-7,501
RQ,TVQ,DIE,N,1406,M-8,D-13,W-7,760
TT,RIN,TVQ,N,1216,M-12,D-4,W-1,732
NB,POI,URX,Y,1525,M-12,D-10,W-7,479
XJ,ORV,MQJ,N,655,M-7,D-1,W-5,280
NB,PTV,VUT,N,1720,M-8,D-19,W-5,972
NB,ULQ,OMH,N,1710,M-2,D-2,W-3,861
C6,DIE,PDW,N,856,M-7,D-14,W-5,1597
RL,YTR,LUB,N,1322,M-2,D-13,W-7,247
TP,TRZ,TBM,Y,1710,M-2,D-7,W-2,252
RQ,TVQ,CHP,N,1716,M-1,D-31,W-2,946
NB,LHW,MSU,N,1300,M-12,D-8,W-5,187
OZ,RPO,RIN,N,1248,M-11,D-10,W-4,624
RQ,JQU,TVQ,N,1231,M-3,D-12,W-6,1282
OZ,HSR,COY,Y,1012,M-7,D-8,W-6,116
XJ,JNS,MTJ,Y,1718,M-6,D-29,W-3,602
RQ,PJT,TVQ,N,1317,M-12,D-28,W-4,2182
MH,YTL,VUT,N,1104,M-9,D-28,W-4,787
IQ,CNY,RTA,N,1937,M-6,D-3,W-5,406
JG,ORV,TVQ,Y,1455,M-5,D-6,W-6,619
C6,OMH,DIE,N,1914,M-10,D-30,W-1,944
OZ,FFF,RIN,N,1055,M-1,D-11,W-3,140
OZ,RIN,CVS,Y,1557,M-4,D-19,W-2,383
TT,YTL,OYT,N,649,M-11,D-16,W-3,964
TT,HSI,RIN,N,1155,M-11,D-20,W-1,1213
TT,TWP,RIN,N,834,M-5,D-30,W-1,190
AG,UPU,ULX,N,1600,M-10,D-23,W-1,261
JG,TVQ,FSS,N,2239,M-3,D-20,W-7,640
NB,QTP,VWP,N,1945,M-3,D-21,W-2,365
TT,PVQ,RIN,N,1745,M-6,D-5,W-1,551
RL,YTR,MLP,N,1030,M-10,D-7,W-5,441
HH,PQM,URX,N,812,M-6,D-8,W-4,630
I9,RJB,OPU,N,1336,M-7,D-6,W-4,680
TP,PJT,PTB,N,645,M-12,D-22,W-5,1050
TT,QTX,PIH,N,1622,M-1,D-31,W-2,337
HL,MGF,MQJ,N,710,M-9,D-21,W-3,221
IQ,TVQ,MTE,N,1233,M-6,D-14,W-2,528
WT,QTX,YTR,N,1132,M-10,D-19,W-3,2288
NB,ULX,HOT,Y,1625,M-2,D-20,W-7,1037
TP,TBM,URX,N,759,M-6,D-25,W-7,1542
TP,DBW,PJT,N,1954,M-9,D-19,W-2,909
HH,PQM,ULX,N,1545,M-7,D-8,W-5,507
NB,PTB,HTE,Y,1845,M-4,D-7,W-5,446
IQ,OMH,SHM,N,1250,M-4,D-6,W-4,1033
NB,PVQ,RVN,Y,2100,M-7,D-10,W-7,440
TT,RVN,HSR,Y,1259,M-8,D-5,W-5,235
HH,CIQ,QTX,N,1806,M-9,D-14,W-3,109
NB,ULX,PTB,N,1110,M-7,D-26,W-3,304
C6,DIE,IQQ,Y,2349,M-11,D-16,W-4,1069
NB,RTQ,LHW,N,1000,M-8,D-26,W-5,239
XJ,JNS,UGR,N,816,M-1,D-12,W-4,160
RQ,HSI,TVQ,N,1514,M-11,D-17,W-5,516
NB,HTE,QTX,N,1345,M-11,D-28,W-1,337
C6,PTB,DIE,Y,1231,M-3,D-10,W-4,2446
RQ,CWI,TVQ,Y,2051,M-1,D-22,W-7,712
BN,OPU,HSR,N,2203,M-11,D-5,W-6,334
AG,RVN,YTR,N,1019,M-9,D-4,W-1,383
BN,OPU,DIE,Y,721,M-9,D-24,W-7,1028
TT,HSR,QTX,N,1459,M-5,D-9,W-2,1745
BN,ULQ,RVN,N,921,M-8,D-22,W-2,453
HH,OPB,HSR,Y,623,M-8,D-10,W-4,109
